backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,vote_average,vote_count,genre
empty,18,1143622,en,Moth,empty,1.96,empty,2023-06-22,Moth,0.0,0,Drama
www.themoviedb.org/t/p/w600_and_h900_bestv2/qjX08YovAWcYEdHvR6Pq7sMgiB.jpg,"10402, 80, 53",1143683,es,Venus,empty,1.4,www.themoviedb.org/t/p/w600_and_h900_bestv2/7lDgBikCFknK31ug3esWCWCNive.jpg,2023-06-23,Venus,10.0,1,"Music, Crime, Thriller"
www.themoviedb.org/t/p/w600_and_h900_bestv2/waH5HCGuzTyMo7ulzjiOzDukJmS.jpg,10402,1143726,en,Foo Fighters: Glastonbury 2023,empty,1.4,www.themoviedb.org/t/p/w600_and_h900_bestv2/xESdyllvSoisnWGeNJfPi2dmbvL.jpg,2023-06-23,Foo Fighters: Glastonbury 2023,0.0,0,Music
empty,"10749, 18",1143731,en,"Dear, Daphne",empty,1.96,www.themoviedb.org/t/p/w600_and_h900_bestv2/mUUyRLCSpVqYIZWHwnXATeu9GAD.jpg,2023-06-21,"Dear, Daphne",0.0,0,"Romance, Drama"
www.themoviedb.org/t/p/w600_and_h900_bestv2/5OzMnZkudzVaeyqTlHd5mguJjZb.jpg,"27, 16",1143761,en,Don't Let Them Die,empty,1.96,www.themoviedb.org/t/p/w600_and_h900_bestv2/6NJfxQdzS9O1EjbOFezwfZPtNF1.jpg,2023-06-22,Don't Let Them Die,0.0,0,"Horror, Animation"
empty,18,1143765,fr,XIII,empty,1.4,www.themoviedb.org/t/p/w600_and_h900_bestv2/9e7oUJgXJ0AjEYjhlciBZ8RKJRJ.jpg,2023-06-23,XIII,10.0,1,Drama
empty,99,1143770,en,Oppenheimer After Trinity,empty,1.96,www.themoviedb.org/t/p/w600_and_h900_bestv2/6Mq4O6RyKXWnXOhor71qzV92n7n.jpg,2023-06-22,Oppenheimer After Trinity,0.0,0,Documentary
empty,878,1143782,en,Mangas,empty,1.4,empty,2023-06-21,Mangas,0.0,0,Science Fiction
www.themoviedb.org/t/p/w600_and_h900_bestv2/rjOhtBgey3g43CFceJTEGU6h5nh.jpg,10402,1143783,en,The Lightning Seeds: Glastonbury 2023,empty,1.4,empty,2023-06-23,The Lightning Seeds: Glastonbury 2023,0.0,0,Music
www.themoviedb.org/t/p/w600_and_h900_bestv2/yhW5laRR0IzYbqwhViKjmjnn5dW.jpg,10402,1143785,en,Maisie Peters: Glastonbury 2023,empty,1.4,empty,2023-06-23,Maisie Peters: Glastonbury 2023,0.0,0,Music
empty,"18, 10749",1143786,es,Inseparables,empty,1.96,www.themoviedb.org/t/p/w600_and_h900_bestv2/zQ4YPD8e4ty3uPAjh989Lyt7rJc.jpg,2023-06-21,Inseparables,7.0,1,"Drama, Romance"
empty,empty,1143814,ko,SHINee WORLD VI [PERFECT ILLUMINATION],empty,1.96,www.themoviedb.org/t/p/w600_and_h900_bestv2/amC1ybg3qYNXKrL2G0AXHoSNH1W.jpg,2023-06-25,SHINee WORLD VI [PERFECT ILLUMINATION],0.0,0,empty
empty,"18, 35",1143819,en,Questions of the Universe and the Answers We Attempt to Tell You,empty,1.4,www.themoviedb.org/t/p/w600_and_h900_bestv2/6XlS62BcH7IW2Wk6tT4xyctdkv4.jpg,2023-06-23,Questions of the Universe and the Answers We Attempt to Tell You,0.0,0,"Drama, Comedy"
www.themoviedb.org/t/p/w600_and_h900_bestv2/tv6QWaRasXX7t9roPc3OGq3jybT.jpg,27,1143839,tr,Haile: Bir Aile Kabusu,empty,1.4,www.themoviedb.org/t/p/w600_and_h900_bestv2/54FssOXWrVyfac7ojTldnldn1hL.jpg,2023-06-22,Haile: Bir Aile Kabusu,0.0,0,Horror
empty,empty,1143852,en,TMZ Investigates: The Miracle Children of the Amazon,empty,1.96,www.themoviedb.org/t/p/w600_and_h900_bestv2/3kmF79PalvpqOyG5XXwA7uFZ1QT.jpg,2023-06-22,TMZ Investigates: The Miracle Children of the Amazon,0.0,0,empty
www.themoviedb.org/t/p/w600_and_h900_bestv2/f1OshUpIuCu2xIKDIYsV7Wk7Blj.jpg,empty,1143893,en,PFL 6: 2023 Regular Season,empty,0.0,www.themoviedb.org/t/p/w600_and_h900_bestv2/jegui9zuoCU3hSI5LnGokF1jPKa.jpg,2023-06-23,PFL 6: 2023 Regular Season,0.0,0,empty
www.themoviedb.org/t/p/w600_and_h900_bestv2/5mdwONfFRwMEOwOit72YX3HWdJn.jpg,"18, 53",1143898,en,Voyeur,empty,0.0,www.themoviedb.org/t/p/w600_and_h900_bestv2/2osi76uLxlCVRs2JrscNdpKQmg0.jpg,2023-06-24,Voyeur,0.0,0,"Drama, Thriller"
empty,empty,1143899,en,Traps on Ironbound,empty,0.0,empty,2023-06-23,Traps on Ironbound,0.0,0,empty
empty,empty,1143902,en,The Mother with a Thousand Faces,empty,0.0,empty,2023-06-23,The Mother with a Thousand Faces,0.0,0,empty
empty,35,1143903,en,Gone Clubbin’,empty,0.0,www.themoviedb.org/t/p/w600_and_h900_bestv2/5rrCwFwYFU1XJ90KDhdcOKpXyCy.jpg,2023-06-23,Gone Clubbin’,0.0,0,Comedy
empty,empty,1143904,en,Dendrology Dreams for Big Agnes,empty,0.0,empty,2023-06-23,Dendrology Dreams for Big Agnes,0.0,0,empty
empty,empty,1143908,en,The Oxbow,empty,0.0,empty,2023-06-23,The Oxbow,0.0,0,empty
empty,empty,1143917,en,Evelyn,empty,0.0,empty,2023-06-23,Evelyn,0.0,0,empty
empty,10402,1143934,zh,林俊杰「重拾_快乐」首唱会,empty,0.0,www.themoviedb.org/t/p/w600_and_h900_bestv2/41SbT1tzTNsc2WjYnXEo716bhcO.jpg,2023-06-23,林俊杰「重拾_快乐」首唱会,0.0,0,Music
www.themoviedb.org/t/p/w600_and_h900_bestv2/yUa7xiiEAIoz5CyHmSguQkWEHVQ.jpg,10402,1143941,en,Arctic Monkeys: Glastonbury 2023,empty,0.0,www.themoviedb.org/t/p/w600_and_h900_bestv2/fR2I9IkLq4gcJkMErSEogo10bm3.jpg,2023-06-23,Arctic Monkeys: Glastonbury 2023,0.0,0,Music
empty,"99, 36",1143942,ca,"València, t'estime",empty,1.4,www.themoviedb.org/t/p/w600_and_h900_bestv2/2TLgVLLpFStZpK71SmTiBUYqdOy.jpg,2023-06-25,"València, t'estime",0.0,0,"Documentary, History"
www.themoviedb.org/t/p/w600_and_h900_bestv2/aIRtSInz2g1Rl1dmmuPxvKUNeK6.jpg,10402,1143944,en,Texas: Glastonbury 2023,empty,0.0,empty,2023-06-23,Texas: Glastonbury 2023,0.0,0,Music
www.themoviedb.org/t/p/w600_and_h900_bestv2/nAFKLDREnfLEhPtf6HWpHMFpzsD.jpg,10402,1143946,en,Young Fathers: Glastonbury 2023,empty,0.0,www.themoviedb.org/t/p/w600_and_h900_bestv2/8m3YkgQMYkVvgJyqO1VIhJYXnRI.jpg,2023-06-23,Young Fathers: Glastonbury 2023,0.0,0,Music
empty,35,1143954,ru,Денис Чужой: Всегда будет больно,empty,1.4,www.themoviedb.org/t/p/w600_and_h900_bestv2/mANroR9atcIsa0HOpkloKUcFGS3.jpg,2023-06-20,Денис Чужой: Всегда будет больно,0.0,0,Comedy
www.themoviedb.org/t/p/w600_and_h900_bestv2/riuyOzmwzHhUkHpiEEwkYePNnHM.jpg,28,1143960,en,BKFC 45: Palomino vs. Lilley,empty,0.0,www.themoviedb.org/t/p/w600_and_h900_bestv2/ngM6C3sfQPa6IDZbSw4owl5kklC.jpg,2023-06-23,BKFC 45: Palomino vs. Lilley,0.0,0,Action
empty,35,1143977,fr,Pfff… Une conférence de Pierre-Emmanuel Barré & Guests,empty,1.4,www.themoviedb.org/t/p/w600_and_h900_bestv2/eJXmnubNFRicpOzZOfGd7Je3wRK.jpg,2023-06-22,Pfff… Une conférence de Pierre-Emmanuel Barré & Guests,0.0,0,Comedy
www.themoviedb.org/t/p/w600_and_h900_bestv2/ubTApn60Ddu3ikfzxCn8O2uPw2E.jpg,10402,1143986,en,Billy Nomates: Glastonbury 2023,empty,0.0,www.themoviedb.org/t/p/w600_and_h900_bestv2/dzygpVHEUpLjNRXG7vnJ9Fy8LC2.jpg,2023-06-23,Billy Nomates: Glastonbury 2023,0.0,0,Music
empty,99,1143987,en,Tornades,empty,1.4,www.themoviedb.org/t/p/w600_and_h900_bestv2/odrMjeGRq3GtoTJP6DVMgndKiAv.jpg,2023-06-21,Tornades,0.0,0,Documentary
empty,empty,1143994,en,Commit Your Way To Jehovah,empty,0.0,www.themoviedb.org/t/p/w600_and_h900_bestv2/aYmIxCAdUddNPKutjWICm9lrwC4.jpg,2023-06-24,Commit Your Way To Jehovah,0.0,0,empty
empty,99,1144003,fr,Rue Philippe Ferrières,empty,0.0,www.themoviedb.org/t/p/w600_and_h900_bestv2/vcl0W01ecfjNYcJ1oPFOCqfvkja.jpg,2023-06-24,Rue Philippe Ferrières,0.0,0,Documentary
empty,99,1144016,de,Der Waldrapp: Zugvogel im Aufwind,empty,1.4,www.themoviedb.org/t/p/w600_and_h900_bestv2/5hkEpHnJNLdojFc6srT6ENjoqF4.jpg,2023-06-22,Der Waldrapp: Zugvogel im Aufwind,0.0,0,Documentary
empty,99,1144021,fr,"Humains confinés, animaux libérés",empty,0.0,www.themoviedb.org/t/p/w600_and_h900_bestv2/rRKNYCNw5jt32UD6PD5850n0K9w.jpg,2023-06-24,"Humains confinés, animaux libérés",0.0,0,Documentary
empty,10402,1144025,en,Elton John: Glastonbury 2023,empty,1.4,www.themoviedb.org/t/p/w600_and_h900_bestv2/pU5oPELR9HEs8KysyYE9WJ9nqpy.jpg,2023-06-25,Elton John: Glastonbury 2023,0.0,0,Music
empty,99,1144031,en,Cambalhota,empty,0.0,www.themoviedb.org/t/p/w600_and_h900_bestv2/mLBvpwZGOFgcwwh5PDp0sWL0DxE.jpg,2023-06-23,Cambalhota,0.0,0,Documentary
www.themoviedb.org/t/p/w600_and_h900_bestv2/qozizy2JfTiji0feF9RpQHDFSXu.jpg,10402,1144037,en,Kelis: Glastonbury 2023,empty,0.0,empty,2023-06-23,Kelis: Glastonbury 2023,0.0,0,Music
www.themoviedb.org/t/p/w600_and_h900_bestv2/zCZTls4WvqbhbgVm21PO1e9NsR1.jpg,10402,1144039,en,Hot Chip: Glastonbury 2023,empty,0.0,empty,2023-06-23,Hot Chip: Glastonbury 2023,0.0,0,Music
www.themoviedb.org/t/p/w600_and_h900_bestv2/T22xm2WmnChVJNx2YRZ1nDRwv3.jpg,18,1144059,pt,Penumbra,empty,0.0,www.themoviedb.org/t/p/w600_and_h900_bestv2/5S0hXV6HqJUnIVHyz7eUGHxaaTT.jpg,2023-06-23,Penumbra,0.0,0,Drama
www.themoviedb.org/t/p/w600_and_h900_bestv2/bTMvDAjZOvrQ6BFmEe010apVFdH.jpg,"35, 10751, 12",1144061,en,Charlie Chaplin & the Hobo,empty,0.0,www.themoviedb.org/t/p/w600_and_h900_bestv2/lZPJjQU8HgLAxXqhAdBzR18ywHs.jpg,2023-06-24,Charlie Chaplin & the Hobo,0.0,0,"Comedy, Family, Adventure"
www.themoviedb.org/t/p/w600_and_h900_bestv2/26Tl10BMf9WaJZJispJ3vEDxQqL.jpg,10402,1144076,en,Rick Astley: Glastonbury 2023,empty,0.0,empty,2023-06-24,Rick Astley: Glastonbury 2023,0.0,0,Music
www.themoviedb.org/t/p/w600_and_h900_bestv2/6NMT2YIeeS3f5Qs5RGICXMgakUK.jpg,10402,1144081,en,Sparks: Glastonbury 2023,empty,0.0,empty,2023-06-23,Sparks: Glastonbury 2023,0.0,0,Music
empty,18,1144085,en,Eyelash,empty,0.0,www.themoviedb.org/t/p/w600_and_h900_bestv2/fhw0AfTCZso79YMwzsBkr1w6kVQ.jpg,2023-06-24,Eyelash,0.0,0,Drama
empty,empty,1144145,en,Dirty: A Dirt Track Story,empty,0.0,empty,2023-06-24,Dirty: A Dirt Track Story,0.0,0,empty
www.themoviedb.org/t/p/w600_and_h900_bestv2/jJG5QzU9A48MIFWoc67vUF7Uq2n.jpg,empty,1144146,en,Gloria Trevi | En Concierto,empty,0.0,www.themoviedb.org/t/p/w600_and_h900_bestv2/gJTuvjfuh2zn87eBIDahg4nTOvf.jpg,2023-06-24,Gloria Trevi | En Concierto,0.0,0,empty
